index	qualified_name	sentence	predication	main verb	functionality category	"score for the predication(1 absolutely disagree, 2 disagree, 3 agree, 4 absolutely agree)"	"if you disagree with the predication, which category do you think it should belong to? (just write the main verb)"
395	org.apache.poi.ddf.EscherDggRecord.setDrawingsSaved(int)	Sets the number of drawings saved	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
396	org.apache.poi.hslf.record.ExMCIMovie.getExVideo()	Returns the ExVideoContainer that specifies information about the MCI movie	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
397	org.apache.poi.hssf.record.CellRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
398	org.apache.poi.hssf.usermodel.HSSFPrintSetup.getFitWidth()	Returns the number of pages wide to fit sheet in.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
399	org.apache.poi.hssf.usermodel.HSSFComment.getAddress()	Get the address of the cell that this comment is attached to	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
400	org.apache.poi.xssf.model.SingleXmlCells.commit()	Save the content in the underlying package part.	51	store	store/save/dump/retain/cache/stash/serialize/deserialize/persist	4	
401	"org.apache.poi.util.CodePageUtil.codepageToEncoding(int	boolean)"	"Turns a codepage number into the equivalent character encoding's name	 in either Java NIO or Java Lang canonical naming."	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	4	
402	org.apache.poi.hwpf.model.types.CHPAbstractType.setFtcOther(int)	Font for non-East Asian text.	10	unknown	not a function	4	
403	org.apache.poi.xssf.usermodel.XSSFCell.setCellFormula(java.lang.String)	Sets formula for this cell.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
404	org.apache.poi.hssf.record.chart.SheetPropertiesRecord.setAutoPlotArea(boolean)	Sets the auto plot area field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
405	org.apache.poi.hwpf.model.types.PICFAbstractType.setDxaGoal(short)	Set the dxaGoal field for the PICF record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
406	org.apache.poi.hwpf.model.types.SEPAbstractType.setDmOrientFirst(byte)	Set the dmOrientFirst field for the SEP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
407	org.apache.poi.ss.usermodel.Sheet.setAutobreaks(boolean)	Flag indicating whether the sheet displays Automatic Page Breaks.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
408	org.apache.poi.hwpf.model.types.FibRgW97AbstractType.setReserved2(short)	This value is undefined and MUST be ignored.	10	unknown	not a function	4	
409	org.apache.poi.hwpf.model.types.TAPAbstractType.setDxaWebView(int)	Used internally by Word.	10	unknown	not a function	4	
410	org.apache.poi.xssf.usermodel.XSSFPictureData.getData()	Gets the picture data as a byte array.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
411	org.apache.poi.ss.usermodel.Sheet.isColumnHidden(int)	Get the hidden state for a given column	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
412	org.apache.poi.hwpf.model.types.LSTFAbstractType.setFlags(byte)	Set the flags field for the LSTF record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
413	org.apache.poi.hslf.record.Slide.writeOut(java.io.OutputStream)	"Write the contents of the record back	 so it can be written  to disk"	41	write	write/record/log/print/output	4	
414	org.apache.poi.hwpf.model.types.TAPAbstractType.setPcHorz(byte)	Sets the pcHorz field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
415	org.apache.poi.hwpf.HWPFOldDocument.getOverallRange()	"Returns the range that covers all text in the file	 including main text	 footnotes	 headers and comments"	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
416	org.apache.poi.hslf.record.TextCharsAtom.setText(java.lang.String)	Updates the text in the Atom.	4	modify	update/modify/fill/edit/change/rename/populate/adjust/flush/trim/adapt/reconcile/resize	4	
417	org.apache.poi.hwpf.model.FileInformationBlock.getFcPlfLst()	An unsigned integer that specifies an offset in the Table Stream.	10	unknown	not a function	4	
418	org.apache.poi.hssf.usermodel.examples.InCellLists.demonstrateMethodCalls(java.lang.String)	Call each of the list creation methods.	14	perform	perform/execute/run/call/invoke/enforce/fire/trigger/indicate/occur	4	
419	org.apache.poi.sl.usermodel.ColorStyle.getLumMod()	the luminance as expressed by a percentage relative to the input color.	10	unknown	not a function	4	
420	org.apache.poi.xssf.streaming.SXSSFWorkbook.setForceFormulaRecalculation(boolean)	Whether the application shall perform a full recalculation when the workbook is opened.	10	unknown	not a function	4	
421	org.apache.poi.POIXMLProperties.commit()	Commit changes to the underlying OPC package	91	commit	commit/submit	4	
422	org.apache.poi.hslf.usermodel.HSLFTextParagraph.setLeftMargin(java.lang.Double)	Specifies the left margin of the paragraph.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
423	org.apache.poi.hslf.usermodel.HSLFGroupShape.moveAndScale(java.awt.geom.Rectangle2D)	Moves and scales this ShapeGroup to the specified anchor.	54	move	move/scroll/offset/advance	4	
424	org.apache.poi.hssf.record.chart.AxisOptionsRecord.setMajorUnitValue(short)	Set the major unit value field for the AxisOptions record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
425	org.apache.poi.hwpf.model.types.SEPAbstractType.getUnused3()	Get the unused3 field for the SEP record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
426	org.apache.poi.hssf.record.WSBoolRecord.setRowSumsBelow(boolean)	set if row summaries appear below detail in the outline	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
427	org.apache.poi.xssf.streaming.SXSSFRow.createCell(int)	Use this to create new cells within the row and return it.	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
428	org.apache.poi.ss.formula.ptg.AreaPtgBase.setFirstRowRelative(boolean)	sets the first row to relative or not	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
429	org.apache.poi.hwpf.model.types.CHPAbstractType.setFConflictOrig(boolean)	"When chp.wConflict!=0	 this is TRUE when text is part of the original version of text."	10	unknown	not a function	4	
430	org.apache.poi.hssf.record.CalcModeRecord.getSid()	return the non static version of the id for this record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
431	org.apache.poi.ss.usermodel.Textbox.setMarginBottom(int)	Deprecated.__ets the bottom margin within the textbox.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
432	org.apache.poi.hwpf.model.types.PAPAbstractType.getFKeep()	Get the fKeep field for the PAP record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
433	org.apache.poi.ddf.EscherDgRecord.setLastMSOSPID(int)	The last shape id used in this drawing group.	10	unknown	not a function	4	
434	org.apache.poi.sl.draw.binding.CTConnectionSite.getAng()	Gets the value of the ang property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
435	org.apache.poi.hslf.usermodel.HSLFShapeContainer.createConnector()	create a connector	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
436	org.apache.poi.xssf.usermodel.XSSFName.getFunction()	Indicates that the defined name refers to a user-defined function.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
437	org.apache.poi.hssf.record.WindowTwoRecord.setSavedInPageBreakPreview(boolean)	was the sheet saved in page break view	10	unknown	not a function	4	
438	org.apache.poi.hwpf.model.types.PAPAbstractType.getDcs()	Get the dcs field for the PAP record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
439	org.apache.poi.hwpf.model.types.DOPAbstractType.setUnused1(boolean)	Sets the unused1 field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
440	org.apache.poi.hwpf.model.types.TCAbstractType.setShd(ShadingDescriptor)	Cell shading.	10	unknown	not a function	4	
441	org.apache.poi.ddf.EscherTextboxRecord.getRecordName()	Subclasses should return the short name for this escher record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
442	org.apache.poi.hssf.usermodel.HSSFCellStyle.setRightBorderColor(short)	set the color to use for the right border	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
443	org.apache.poi.hslf.record.HeadersFootersContainer.addFooterAtom()	Insert a CString record that stores the user's date.	43	add	append/put/add/insert/push/interpolate/place/install/register/queue/register/enqueue	4	
444	org.apache.poi.sl.draw.binding.CTAngle.setVal(int)	Sets the value of the val property.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
445	org.apache.poi.hssf.record.chart.AreaFormatRecord.setForegroundColor(int)	Set the foreground color field for the AreaFormat record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
446	org.apache.poi.ss.usermodel.Sheet.getSheetName()	Returns the name of this sheet	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
447	org.apache.poi.util.IntegerField.readFromStream(java.io.InputStream)	set the value from an InputStream	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
448	org.apache.poi.ss.usermodel.Footer.getRight()	Get the right side of the footer.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
449	org.apache.poi.ss.usermodel.IconMultiStateFormatting.getIconSet()	Get the Icon Set used	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
450	"org.apache.poi.sl.usermodel.TableCell.setBorderStyle(TableCell.BorderEdge	StrokeStyle)"	Sets the StrokeStyle of the given border edge.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
451	org.apache.poi.poifs.property.Parent.setPreviousChild(Child)	Set the previous Child	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
452	org.apache.poi.ss.formula.Formula.getExpReference()	"Gets the locator for the corresponding SharedFormulaRecord	 ArrayRecord or TableRecord if this formula belongs to such a grouping."	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
453	org.apache.poi.ss.usermodel.FontFormatting.setUnderlineType(short)	set the type of underlining type for the font	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
454	org.apache.poi.hwpf.model.FileInformationBlock.getLcbPlcffldHdrtxbx()	Deprecated._	10	unknown	not a function	4	
455	org.apache.poi.hslf.usermodel.HSLFTextParagraph.setBullet(boolean)	Sets whether this rich text run has bullets	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
456	"org.apache.poi.ss.usermodel.Shape.setFillColor(int	int	int)"	Sets the color used to fill this shape using the solid fill pattern.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
457	org.apache.poi.poifs.filesystem.DirectoryNode.getStorageClsid()	Gets the storage clsid of the directory entry	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
458	org.apache.poi.sl.draw.binding.CTGroupTransform2D.setExt(CTPositiveSize2D)	Sets the value of the ext property.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
459	org.apache.poi.ss.usermodel.ExtendedColor.setTint(double)	Specifies the tint value applied to the ctColor.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
460	org.apache.poi.hssf.record.FontRecord.getFontName()	get the name of the font	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
461	org.apache.poi.hssf.record.chart.AxisParentRecord.setWidth(int)	Set the width field for the AxisParent record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
462	org.apache.poi.hssf.record.DrawingRecord.getSid()	return the non static version of the id for this record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
463	org.apache.poi.xslf.usermodel.XSLFTextParagraph.getSpaceBefore()	"The amount of vertical white space before the paragraph This may be specified in two different ways	 percentage spacing and font point spacing:"	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
464	org.apache.poi.sl.draw.binding.STTextShapeType.values()	"Returns an array containing the constants of this enum type	 inthe order they are declared."	61	convert	convert/change/transfer/flatten/parse/map/turn/transform/reconvert/move/unmarshal/adapt/marshal/package/translate/encode/decode/synthesize/wrap/compress/force/cast/pack/compact/unescape/encrypt/return/escape	2	create
465	org.apache.poi.ss.formula.DataValidationEvaluator.ValidationEnum.valueOf(java.lang.String)	Returns the enum constant of this type with the specified name.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
466	org.apache.poi.hwpf.model.types.FSPAAbstractType.isFHdr()	"1 in the undo doc when shape is from the header doc	 0 otherwise (undefined when not in the undo doc)"	10	unknown	not a function	4	
467	org.apache.poi.xssf.usermodel.XSSFRow.getFirstCellNum()	Get the number of the first cell contained in this row.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
468	org.apache.poi.ss.formula.BaseFormulaEvaluator.clearAllCachedResultValues()	Should be called whenever there are major changes (e.g.	80	call	call/invoke/tell/indicate/occur/perform/prompt/notify	4	
469	org.apache.poi.ddf.EscherSpgrRecord.getRectY2()	The bottom-right y coordinate of child records.	10	unknown	not a function	4	
470	org.apache.poi.hssf.record.chart.ValueRangeRecord.setAutomaticCategoryCrossing(boolean)	Sets the automatic category crossing field value.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
471	org.apache.poi.hssf.usermodel.HSSFShape.getOptRecord()	Return the low-level EscherOptRecord to read/modify not yet wrapped escher properties	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
472	org.apache.poi.xssf.eventusermodel.XSSFReader.SheetIterator.getSheetName()	Returns name of the current sheet	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
473	org.apache.poi.poifs.storage.SmallDocumentBlockList.blockCount()	Returns the count of the number of blocks	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
474	org.apache.poi.hwpf.usermodel.HeaderStories.getFootnoteContSeparator()	Deprecated._3.8 beta 4	10	unknown	not a function	4	
475	org.apache.poi.hwpf.model.types.CHPAbstractType.setBrc(BorderCode)	Border.	10	unknown	not a function	4	
476	org.apache.poi.xssf.streaming.SXSSFSheet.lockDeleteRows(boolean)	Enable or disable Deleting rows locking.	45	start	start/wake/launch/happen/begin/enable	4	
477	org.apache.poi.util.BitField.clear(int)	Clear the bits.	48	clear	clear/clean/remove/empty	4	
478	org.apache.poi.poifs.filesystem.DirectoryEntry.getEntryCount()	find out how many Entry instances are contained directly within this DirectoryEntry	22	find	query/find/locate/determine/retrieve/visit/look/search/discover/seek	4	
479	org.apache.poi.xssf.streaming.SXSSFSheet.autoSizeColumn(int)	Adjusts the column width to fit the contents.	4	modify	update/modify/fill/edit/change/rename/populate/adjust/flush/trim/adapt/reconcile/resize	4	
480	org.apache.poi.ss.usermodel.Cell.setAsActiveCell()	Sets this cell as the active cell for the worksheet	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
481	org.apache.poi.ddf.EscherClientAnchorRecord.setDy2(short)	The y offset withing the cell for the bottom-right corner of this shape.	10	unknown	not a function	4	
482	org.apache.poi.xslf.usermodel.XSLFTextShape.setTopInset(double)	Sets the top margin.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
483	org.apache.poi.poifs.crypt.dsig.SignatureInfo.writeDocument(org.w3c.dom.Document)	Write XML signature into the OPC package	41	write	write/record/log/print/output	4	
484	org.apache.poi.hssf.record.FormatRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
485	org.apache.poi.sl.usermodel.SimpleShape.createHyperlink()	Creates a hyperlink and asigns it to this shape.	7	create	create/build/produce/construct/generate/establish/make/obtain/reconstitute/compose/instantiate/implement/get/retrieve/return	4	
486	org.apache.poi.hssf.record.cf.BorderFormatting.setBorderBottom(int)	set the type of border to use for the bottom border of the cell	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
487	org.apache.poi.poifs.storage.HeaderBlockWriter.setSBATBlockCount(int)	Set count of SBAT blocks	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
488	org.apache.poi.hssf.record.chart.SeriesTextRecord.setId(int)	Set the id field for the SeriesText record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
489	org.apache.poi.sl.draw.binding.CTConnection.getId()	Gets the value of the id property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
490	org.apache.poi.sl.draw.binding.CTColor.getSysClr()	Gets the value of the sysClr property.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
491	org.apache.poi.hwpf.usermodel.HeaderStories.getFirstFooter()	Deprecated._3.8 beta 4	10	unknown	not a function	4	
492	org.apache.poi.hwpf.usermodel.BorderCode.getBorderType()	Border type code:  0  none 1  single 2  thick 3  double 5  hairline 6  dot 7  dash large gap 8  dot dash 9  dot dot dash 10  triple 11  thin-thick small gap 12  thick-thin small gap 13  thin-thick-thin small gap 14  thin-thick medium gap 15  thick-thin medium gap 16  thin-thick-thin medium gap 17  thin-thick large gap 18  thick-thin large gap 19  thin-thick-thin large gap 20  wave 21  double wave 22  dash small gap 23  dash dot stroked 24  emboss 3D 25  engrave 3D codes 64 - 230 represent border art types and are used only for page borders 	10	unknown	not a function	4	
493	org.apache.poi.ss.util.WorkbookUtil.validateSheetName(java.lang.String)	Validates sheet name.	3	check	test/tell/determine/check/retrieve/ascertain/return/control/indicate/query/report/validate/get/invalidate/verify/find/identify/track/detect/decide	4	
494	org.apache.poi.hssf.usermodel.HSSFPrintSetup.getLeftToRight()	Returns the left to right print order.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
495	org.apache.poi.xssf.streaming.SXSSFSheet.setRightToLeft(boolean)	Sets whether the worksheet is displayed from right to left instead of from left to right.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
496	org.apache.poi.hwpf.model.types.DOPAbstractType.setAsumyi(byte[])	Set the asumyi field for the DOP record.	6	set	set/control/describe/define/specify/tell/give/assign/determine/indicate/configure/schedule/declare/reassign/clamp/put/designate	4	
497	org.apache.poi.hssf.record.DVALRecord.toString()	get a string representation of the record (for biffview/debugging)	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	2	create
498	org.apache.poi.hwpf.model.types.FibRgLw95AbstractType.getReserved3()	Get the reserved3 field for the FibRgLw95 record.	12	get	return/get/obtain/fetch/acquire/determine/take/capture/retrieve/describe/provide/represent/reclaim/receive/claim/extract	4	
499	org.apache.poi.hssf.record.LabelRecord.setXFIndex(short)	no op!	10	unknown	not a function	4	
